iter	RMSE
823	0.04058560047
824	0.04056158142
825	0.04052413628
826	0.04049654765
827	0.04042256065
828	0.04038009321
829	0.04030693052
830	0.0402675821
831	0.04023172092
832	0.04015075779
833	0.04011876947
834	0.04011218532
835	0.04010901332
836	0.04004790354
837	0.03998506275
838	0.03998173262
839	0.03992571379
840	0.03987071743
841	0.03980995796
842	0.03975754566
843	0.03975289057
844	0.03971389463
845	0.03968842219
846	0.03961249432
847	0.03955399841
848	0.03949799941
849	0.03949495296
850	0.03942714508
851	0.0394018123
852	0.03932047488
853	0.03927230444
854	0.03922368434
855	0.03919779435
856	0.03913424326
857	0.03908790238
858	0.03903451664
859	0.03899640467
860	0.03894755144
861	0.03889496738
862	0.03883809188
863	0.03883539267
864	0.03879537082
865	0.03872590701
866	0.03868553484
867	0.03863982122
868	0.03863669044
869	0.03859354772
870	0.03851132793
871	0.03846867781
872	0.03844850967
873	0.0383945608
874	0.03834436189
875	0.03834179174
876	0.03829303078
877	0.03825875909
878	0.03821205899
879	0.03816226336
880	0.03811738362
881	0.03809570405
882	0.03807443762
883	0.03807149718
884	0.03806646689
885	0.03803316249
886	0.03799392143
887	0.03793883484
888	0.03789062102
889	0.03783205785
890	0.03780615165
891	0.03774788503
892	0.03771623449
893	0.0377137214
894	0.03768719229
895	0.03766600239
896	0.03766354468
897	0.03766058447
898	0.03761567262
899	0.03753353731
900	0.03749302155
901	0.03742161596
902	0.03734388695
903	0.03728626286
904	0.03723365145
905	0.03720472263
906	0.03720170505
907	0.03715619691
908	0.03711275206
909	0.03705505551
910	0.0369909723
911	0.03694719861
912	0.03691692708
913	0.03691464377
914	0.03686568418
915	0.03680930344
916	0.03676476832
917	0.03674373603
918	0.03671006339
919	0.03666046522
920	0.03662386396
921	0.03659843319
922	0.03656963705
923	0.03651962204
924	0.03648147832
925	0.03644536529
926	0.03641782795
927	0.03636199155
928	0.03631629584
929	0.03628557279
930	0.03625589656
931	0.0362064017
932	0.03617728535
933	0.03615196779
934	0.03611867726
935	0.03609471703
936	0.03605963734
937	0.03600123419
938	0.03595005424
939	0.03590850946
940	0.03584234441
941	0.0358201779
942	0.03577499467
943	0.03573343389
944	0.03569418684
945	0.03567960063
946	0.03562381403
947	0.03556707263
948	0.03552329479
949	0.0354628874
950	0.03540777155
951	0.03534733833
952	0.03532617376
953	0.03528488381
954	0.03528164201
955	0.03525052334
956	0.03520458012
957	0.03518184677
958	0.03515053467
959	0.03510562495
960	0.03507868354
961	0.03501977715
962	0.03499563338
963	0.03496801211
964	0.03493793586
965	0.03490120668
966	0.03484322126
967	0.03479118408
968	0.03475334284
969	0.03473487478
970	0.03467751249
971	0.03467519418
972	0.03464540176
973	0.03462106541
974	0.03458743309
975	0.03454507354
976	0.03449751266
977	0.03447146753
978	0.03445980547
979	0.03443446564
980	0.0343802115
981	0.03436099855
982	0.03434081498
983	0.0343235901
984	0.03430635893
985	0.03428906364
986	0.03424975274
987	0.03422066319
988	0.03416088808
989	0.03410176561
990	0.0340585285
991	0.0340053696
992	0.03397735863
993	0.03392094233
994	0.03387267523
995	0.03385462181
996	0.03382019932
997	0.03378819634
998	0.03375543396
999	0.03373845123

999	0.03169608695
