id,name
1093,Manuel Pasamontes Romera
1094,29Ninja
1095,unknownfriends ltd.
1096,Fuzzy Guard
1097,Kumada Gaon
1098,Starmaster Studio
1099,LittleLemonBulb
1100,STRAIGHT ON 8
1101,Freecity
1102,962 Interactive
1103,Bhanu Upadhyayula
1104,Ingraw Games
1105,Akaimori
1106,Zetaland Game Studios
1107,Fourteen
1108,Giant Fox Studios
1109,Float Gaming Studio
1110,Quad Labs
1111,月龙千叶
1112,spectrobyte
1113,Alienation Studio
1114,Lucas Bressan
1115,FumaYamane
1116,"RedLynx, in collaboration with  Ubisoft Shanghai"
1117,bluehexagons
1118,独自一人游戏工作室
1119,Rainy Elephant Studios
1120,Chrome Polish
1121,Pixel Framers LLC
1122,Axoora
1123,www.boldheadstudio.com
1124,Charmful Pty Ltd
1125,Lazy Snail
1126,Bazare
1127,Arts Department of F-Games
1128,Blaster
1129,v3ry3d
1130,Horanta Studio
1131,Styloxis
1132,Formula Fanboy
1133,Vethon
1134,筠悦游戏
1135,InkGreen
1136,Erik Brendel
1137,Magic VR
1138,Remtairy
1139,Yasric
1140,Crixel Games
1141,dreamideasoft
1142,Beck Studios
1143,LandS Studio
1144,Joseph Mondello
1145,Tex Barnes
1146,Blessing Company
1147,Tofu Games
1148,Yames
1149,GTRLD
1150,Frame Rats Digital
1151,KissKiss Studio
1152,Amistech Games
1153,Chuckle Interactive
1154,"Armature Studio, LLC"
1155,CX Distribution
1156,BoomCat Studios
1157,Anıl Demirhan
1158, Not Evil Studios Ltd
1159,Tinker Town
1160,ローゼンクロイツ
1161,Seiheiki Times
1162,y-zo studio
1163,RedKingo
1164,Mustefa219
1165,Moebial Studios
1166,Colossal Wreck
1167,Chase Williamson
1168,Fami
1169,Pablo Kessler Saiz
1170,The DiamondStorm
1171,Beep2Bleep.com
1172,Carnage Games
1173,Iron Jelly
1174,Thiele Media
1175,Italian Party of Indie Developer
1176,Hyperkobel
1177,BitBros Inc
1178,Sliver Adventure
1179,Mothense
1180,Seakyo
1181,Madness Way Games
1182,Team Magic Forest
1183,Perun's Forge
1184,Andrew Kent
1185,Bad Neighbor Games
1186,ADHD Sketcher
1187,Affray Interactive
1188,Skullfish Studios
1189,Funcade Games
1190,PalfreyGames
1191,Ashcraft
1192,mathismeilby
1193,ZeroEmission Games
1194,Cincest Films
1195,Justin To
1196,Zhou Yuan
1197,Iron Forge Games
1198,Explosive Entertainment
1199,Light Arc Studio Ltd
1200,Dani Dutch
1201,CSM
1202,TopGames
1203,Jeff Row
1204,Eduardo Brasil
1205,Tetrapunk Design
1206,JinDai
1207,BAOCHUAN
1208,Marcell Kerepesi
1209,Trezex
1210,Fateloom
1211,Anonymoose Games
1212,Dimitek
1213,蒼月闘開発部
1214,Chilla's Art
1215,Press Play
1216,Xendex
1217,Matrix Goat Studios
1218,Les Kalifas
1219,Anime fashion show
1220,Reality Fantasy
1221,Kol4mo
1222,PEW Games
1223,Liminal Echo Games
1224,Prestige Games
1225,PE4ENEGI GAMES
1226,orzPINEz
1227,IKIGAI Play
1228,Elliptic Games
1229,Pyrozen
1230,TristanDeanGames
1231,Adam Mowery
1232,LST Games
1233,IMLBE
1234,Matrixcore Studio
1235,John Thomas Eubank IV
1236,Sense13 Studio
1237,KAMITSUBAKI STUDIO
1238,Bastian von Gostomski
1239,Milord Softworks
1240,ILCOIN GAMES
1241,Paper Castle Games
1242,Fabrik Games Ltd
1243,Heartbyte Studios
1244,Cat Roll Games
1245,e-FunSoft Games
1246,VAULT PRODUCTIONS PVT LTD
1247,Eduardo Espinosa Acosta
1248,I Knew It! - Games
1249,Thibaud Michaud
1250,LittleArship
1251,MALGOW
1252,Cherlie
1253,Gaeldk
1254,Limebat Games
1255,River and Oak
1256,zDS
1257,Drix Dev
1258,Gloomsoft
1259,"Smiling Cat Entertainment, LTD"
1260,Vinicius Guerra Cardoso
1261,Infinity Starlight Studios
1262,Digital Zoo
1263,Neogasis
1264,Egg Academy
1265,FourbitFriday
1266,JOAZCO
1267,Giant Scam Industries
1268,Bwillett
1269,DriveC:
1270,StudiosWeiss
1271,Coyote Runner
1272,First Place Games
1273,Boros Bros
1274,Vladislavs Viktorovs
1275,The Naked Dev
1276,Gaute Heggen
1277,Pizia Studios
1278,OPG EUPHORE
1279,GOOFEES INC.
1280,Siren Sigil Studios
1281,Michael Cheung
1282,Warshark Games
1283,Timon Game
1284,Guerrilla Games
1285,Leonardo Moraes
1286,TorchEntertainment
1287,株式会社タストα
1288,Lanceroy
1289,NoiArts
1290,Ethan Medjuck
1291,Nuclear Raven Games
1292,CARHAY Interactive
1293,捕鱼大玩咖团队
1294,FreshlyBakedGames
1295,ClumsyQuark
1296,TYC Games
1297,Carlos Barreiros
1298,Super RR Man Productions
1299,ozerlo
1300,LVL90DRU1D
1301,SOFDEX GAMES
1302,Runze (Eric) Guo
